age,income,loan_amount,credit_score,dpd,missed_payment_count,previous_ptp_count,collection_attempts,recent_payment_amount,days_since_last_payment,outstanding_amount,emi_amount,previous_ptp_kept_count,successful_contacts,ptp_kept_rate,contact_success_rate,outstanding_to_income,emi_to_income,payment_to_outstanding,dpd_bucket,behavior_stress_score,will_pay,ptp_kept,recovery_success
60,79372.0,783201.0,718.921951233171,120,4,5,5,7228.0,78,659716.7170736293,16918.76619194286,0,2,0.0,0.4,0.6926421545314356,0.21315786665250794,0.010956217741551184,4,0.75,0,0,1
31,24757.0,1393184.0,630.9552792507425,30,0,6,5,17203.0,148,818039.2031059962,34502.915322074354,6,0,1.0,0.0,2.753561965996137,1.3936630174122209,0.021029554494066155,1,0.3583333333333334,1,0,0
42,151091.0,1127156.0,717.592977335248,60,4,4,1,12276.0,154,458761.47119253484,44123.48336959009,4,0,1.0,0.0,0.2530271333128903,0.29203250603669373,0.02675900390695181,2,0.55,0,1,0
42,163035.0,445776.0,644.4937545270809,120,2,2,6,10532.0,21,150053.84289694435,16239.776957992524,1,1,0.5,0.16666666666666666,0.07669817467463241,0.09960914501789508,0.07018813911505942,4,0.505,1,0,0
61,89667.0,1343844.0,712.1620961176857,120,2,6,5,20898.0,126,316129.58603691787,29222.180621069085,5,0,0.8333333333333334,0.0,0.2937996383256176,0.3258967136300878,0.0661058025665447,4,0.625,0,1,0
34,101667.0,319008.0,706.4950927699756,5,4,1,7,18320.0,31,227677.20073900092,13481.488681202882,1,3,1.0,0.42857142857142855,0.1866200444744451,0.13260437193192365,0.08046479814639516,0,0.2690873015873016,0,0,1
32,140067.0,407688.0,684.8162537986545,30,4,4,10,9481.0,27,187243.8017647725,7154.1856573540945,3,8,0.75,0.8,0.11140133041376181,0.05107688218748238,0.05063451986469828,1,0.30916666666666665,1,1,1
37,130650.0,274748.0,735.6177802711549,15,6,4,6,7247.0,43,234198.49877866343,14117.728401212662,3,2,0.75,0.3333333333333333,0.1493803411013289,0.10805762266523278,0.030943836266213654,0,0.4288888888888889,1,0,0
38,39915.0,1388338.0,570.0720650047521,180,2,5,0,16395.0,135,681387.6596534651,52267.639880450006,3,0,0.6,0.0,1.4225806080702015,1.3094736284717525,0.024061193019459793,6,0.7766666666666667,1,0,0
29,126914.0,1089520.0,605.4558647245342,120,5,6,9,9815.0,16,832156.2251772074,42073.65935201392,3,2,0.5,0.2222222222222222,0.5464042745331533,0.3315131455317295,0.011794660309018176,4,0.5883333333333334,0,0,0
29,167793.0,801088.0,661.0958228512876,60,5,2,5,7129.0,120,198412.0478468533,21177.365025303585,0,3,0.0,0.6,0.09854008999523882,0.12621125449395137,0.035930277810058205,2,0.6733333333333333,1,1,1
32,139611.0,1018475.0,578.9715628628674,0,6,0,5,6663.0,68,268042.9842679888,36120.704866025975,0,3,0.0,0.6,0.15999395001587077,0.2587239176427787,0.024857953354743827,0,0.5411111111111112,0,0,1
43,95850.0,425310.0,651.5194839811707,120,6,1,10,19888.0,47,150946.3195942309,13631.309532441766,1,3,1.0,0.3,0.13123484576093802,0.14221501859615823,0.13175544825115504,4,0.6077777777777778,1,0,0
37,102752.0,152453.0,653.7758793445715,60,5,5,7,12459.0,43,44733.67315078316,8084.560917802519,2,0,0.4,0.0,0.036279645125142056,0.0786803265902612,0.2785150228554813,2,0.5688888888888889,0,0,0
40,60087.0,1276389.0,771.6778650666686,15,2,2,9,10264.0,61,1126484.0560711669,23037.36419200187,0,2,0.0,0.2222222222222222,1.5622958599907453,0.3834001396641848,0.009111535973085765,0,0.45916666666666667,0,0,1
56,125043.0,1448108.0,689.9773591604023,30,4,0,10,3455.0,62,1094923.6006943563,48293.56975429212,0,0,0.0,0.0,0.7296980510000268,0.3862156998335942,0.003155471302115489,1,0.5794444444444444,0,0,0
32,57121.0,101518.0,752.0600703244714,45,5,5,5,1655.0,56,41755.28559364762,4736.900335435468,2,0,0.4,0.0,0.06091642535676841,0.082927475629549,0.039635700641735785,1,0.5686111111111111,0,0,1
65,73381.0,124943.0,701.1172303166803,15,2,4,11,20847.0,93,67452.64854491412,4595.788818454157,4,7,1.0,0.6363636363636364,0.07660094636771794,0.06262913858429507,0.30906125185164207,0,0.3321969696969697,1,1,0
57,60942.0,861288.0,642.5032910137554,180,5,0,2,29033.0,178,473653.3529963052,32391.937914062903,0,0,0.0,0.0,0.64768325210351,0.5315207560313561,0.06129588192786735,6,0.9666666666666666,0,0,0
29,72321.0,112386.0,689.3601765422559,180,4,4,10,9742.0,81,68039.24764114416,5782.1051227524995,2,4,0.5,0.4,0.07839959767465439,0.07995056930563045,0.14318206531885422,6,0.7983333333333333,1,1,0
36,77409.0,1096351.0,731.0598433752521,0,3,4,10,25317.0,33,249652.89382749636,32920.91141202263,2,4,0.5,0.4,0.26875954758436393,0.4252853209836405,0.10140879847959378,0,0.30833333333333335,1,1,1
29,31442.0,1420764.0,763.5380928509807,180,6,6,1,18046.0,110,584978.4413788015,21428.778480861172,1,1,0.16666666666666666,1.0,1.5504167498324997,0.681533569138769,0.030849000105825017,6,0.875,0,1,0
34,134238.0,455967.0,670.7382955945897,30,0,6,1,9111.0,149,97780.91465393615,23722.529698734492,5,0,0.8333333333333334,0.0,0.06070121392224764,0.17671992802883305,0.09317769252052337,1,0.3833333333333333,1,1,1
38,89440.0,476806.0,564.674254930294,120,4,6,0,17003.0,107,400182.7579899745,7782.613454031475,0,0,0.0,0.0,0.37285960605804125,0.08701490892253438,0.042488087406369376,4,0.8166666666666667,0,0,0
27,171835.0,1302063.0,559.7538419804669,120,5,6,3,3888.0,95,589301.2207757841,61061.761231473254,5,0,0.8333333333333334,0.0,0.28578831474756994,0.35535112888220244,0.006597644571110259,4,0.7250000000000001,0,0,1
21,47303.0,566468.0,657.151117291818,60,0,5,11,10132.0,120,393844.11826443527,11660.046309075586,5,6,1.0,0.5454545454545454,0.6938321710822345,0.24649697289972275,0.025725914213595442,2,0.3621212121212121,1,1,1
42,126384.0,398412.0,516.346894919642,90,2,4,1,22056.0,158,334913.01859754923,6305.813144269262,0,1,0.0,1.0,0.22083031251157137,0.04989407792338636,0.06585590519102441,3,0.5916666666666667,1,0,1
55,47028.0,172202.0,805.6573126015782,90,3,3,0,25535.0,13,65794.5948186287,5026.026968088169,2,0,0.6666666666666666,0.0,0.11658762655338079,0.10687307493595664,0.3881017896742206,3,0.4538888888888889,1,0,1
35,106640.0,1267817.0,721.7853261979814,120,1,5,5,6620.0,176,273705.0775334849,62835.872072018356,3,3,0.6,0.6,0.21388556321383853,0.5892336090774415,0.024186617433833005,4,0.5666666666666667,0,1,0
63,97522.0,1392565.0,635.5033093351929,30,6,6,4,27322.0,160,560036.9813159646,22946.01034557785,6,3,1.0,0.75,0.47855610470454923,0.23529060463872614,0.04878606397705963,1,0.4833333333333334,1,1,0
39,90672.0,163890.0,602.3246684193844,90,4,0,7,18163.0,172,107059.61123097865,4180.375712500728,0,6,0.0,0.8571428571428571,0.09839459005258758,0.04610437304240259,0.16965314735557693,3,0.6726190476190477,1,0,1
65,124063.0,1214275.0,751.9683367183277,180,1,0,7,6878.0,89,637309.9264781226,31767.825058963088,0,4,0.0,0.5714285714285714,0.4280821884030174,0.25606204153505147,0.01079223736245399,6,0.773968253968254,0,0,0
32,152167.0,281895.0,602.0453991044296,180,3,3,9,23372.0,153,58131.02700308872,5297.449009599523,1,5,0.3333333333333333,0.5555555555555556,0.03183510386783858,0.03481338929991078,0.4020572352653972,6,0.7944444444444443,0,0,1
47,69308.0,251352.0,608.7241265479263,5,0,2,4,26430.0,14,50935.773375795274,4700.865974421934,2,3,1.0,0.75,0.06124325880585607,0.06782573403390567,0.5188887543731605,0,0.06583333333333333,1,1,1
58,155644.0,602427.0,626.3837841981316,45,0,3,5,8172.0,74,406440.1493328883,30920.905937862153,0,1,0.0,0.2,0.2176120662820755,0.19866429761418464,0.02010628136372141,1,0.48194444444444445,0,0,1
23,47945.0,683200.0,687.9861190202028,45,5,2,0,3172.0,158,479885.83171590156,29249.039659040016,2,0,1.0,0.0,0.8340908536098681,0.6100540131200337,0.006609905503269503,1,0.5541666666666667,1,0,0
66,65472.0,1288380.0,723.4558207403179,60,6,5,11,8539.0,48,299072.7261093174,35360.23510526163,4,2,0.8,0.18181818181818182,0.38066237744037834,0.5400817922968846,0.028551583793965937,2,0.5351515151515152,0,0,1
38,68328.0,1064637.0,763.4870563390964,60,1,6,2,22696.0,137,794260.1045549125,26118.559872445097,1,1,0.16666666666666666,0.5,0.9686854883245919,0.3822526617557238,0.02857502204862522,2,0.525,1,1,1
45,172454.0,259648.0,753.1479909262691,120,1,1,7,1848.0,57,106240.00093170117,4340.080846544582,0,6,0.0,0.8571428571428571,0.051337361910857957,0.025166600058824855,0.01739457816070643,4,0.5576190476190477,0,0,0
51,37208.0,896906.0,680.0541596464319,45,4,5,10,8675.0,106,180418.78893768621,26325.52681653498,0,9,0.0,0.9,0.4040770554219662,0.7075232965097554,0.048082575274331366,1,0.5808333333333333,0,1,1
52,82008.0,1319385.0,751.4365381629434,90,3,0,7,9595.0,117,528276.1853265485,35683.27218373823,0,4,0.0,0.5714285714285714,0.5368136699331656,0.43511940522556614,0.01816284789379432,3,0.6678571428571428,1,0,0
22,86758.0,1010049.0,633.0300270216547,180,0,5,7,500.0,158,704869.0898735475,52202.556742968656,4,4,0.8,0.5714285714285714,0.6770452387421981,0.6017030907002081,0.0007093515763185179,6,0.6228571428571429,0,0,0
63,147612.0,383110.0,552.5393789876623,0,4,4,2,17923.0,61,245892.90088109687,9125.811455283469,3,2,0.75,1.0,0.13881713596065862,0.06182296463216723,0.07288945689679258,0,0.3063888888888889,1,1,0
51,96715.0,236808.0,633.0208249802645,60,1,4,8,24181.0,141,121033.3166512298,7389.8043443865845,1,2,0.25,0.25,0.10428692261733771,0.07640804781457462,0.19978796474428678,2,0.5375,0,0,1
69,174624.0,706137.0,623.5617640006599,30,0,3,2,4673.0,78,254025.37836010323,29855.870229308654,2,0,0.6666666666666666,0.0,0.12122492629883981,0.17097231897854048,0.01839579978255406,1,0.3816666666666667,1,1,0
44,137931.0,734681.0,635.7609049740577,180,3,0,8,26598.0,70,340486.72441547806,20458.8197581651,0,6,0.0,0.75,0.20571078076204652,0.14832648032831705,0.07811758313238626,6,0.7805555555555556,1,0,0
51,131992.0,561464.0,612.8437689530678,45,5,5,6,28592.0,14,244915.09434682308,25979.7468873534,3,0,0.6,0.0,0.15462748648076088,0.1968281932795427,0.11674249835949681,1,0.4452777777777778,0,0,1
42,139972.0,208432.0,647.7223295694201,60,3,0,5,26119.0,13,92234.7123305433,9181.48316623258,0,0,0.0,0.0,0.054912597001866625,0.06559514164427585,0.28317971986942225,2,0.4955555555555555,0,0,1
64,44171.0,221283.0,723.4012049865505,90,4,3,8,21672.0,138,114462.99385983363,3633.1920268858985,0,3,0.0,0.375,0.2159467257171629,0.0822528814581037,0.1893363022335287,3,0.7208333333333333,0,0,0
61,90746.0,817029.0,800.06799718638,15,1,1,8,13441.0,18,401539.423962705,40224.97268037878,0,7,0.0,0.875,0.3687393236457668,0.4432699257309278,0.033473674558163434,0,0.265,1,1,1
65,112954.0,1419249.0,559.2257468018684,45,3,5,2,6117.0,20,321959.0189797509,41947.32751404321,3,1,0.6,0.5,0.23752959831712536,0.3713664634633852,0.018999312457169334,1,0.34194444444444444,1,1,1
45,51773.0,917007.0,589.8585761169479,90,4,4,4,27389.0,33,337116.69253131334,17271.12049604582,3,0,0.75,0.0,0.5426198541893029,0.3335931952184695,0.08124486448399748,3,0.5191666666666667,1,0,0
59,37241.0,685358.0,624.5987618890283,90,3,3,5,15918.0,60,169168.2666068889,29425.039710131616,0,0,0.0,0.0,0.3785439582872124,0.7901248545992754,0.09409566178856729,3,0.6583333333333333,0,0,0
38,39994.0,1400361.0,733.6019314205615,15,1,2,1,13560.0,29,842418.1928662789,62856.41610601428,2,0,1.0,0.0,1.7553011969842953,1.571646149572793,0.016096518468888817,0,0.22694444444444448,1,0,1
43,145841.0,1050980.0,665.6536789918865,120,6,5,4,11743.0,106,490924.5950037454,18749.89088984129,0,0,0.0,0.0,0.28051359300182244,0.12856392159846194,0.023920170469174416,4,0.8833333333333333,0,0,0
58,124414.0,1090978.0,629.3123543827464,5,0,1,0,6546.0,147,713438.8237451847,31809.455943963498,1,0,1.0,0.0,0.4778661188620149,0.25567424842834,0.009175278639360957,0,0.30972222222222223,0,1,0
24,63573.0,884138.0,730.1713105393795,15,6,5,5,11470.0,95,190710.68975021853,44931.203128370355,5,1,1.0,0.2,0.24998910668341714,0.7067654999507709,0.06014345611681611,0,0.5091666666666668,1,1,1
55,137427.0,1156184.0,746.9473186439378,120,5,6,2,23946.0,119,472511.3635489853,48302.49876643311,5,0,0.8333333333333334,0.0,0.28652264083779344,0.3514775027209581,0.05067814627810008,4,0.7250000000000001,0,0,1
21,130624.0,777488.0,678.6868028403459,60,0,1,2,16799.0,160,221789.18347263293,28267.02857352259,1,2,1.0,1.0,0.14149338525885552,0.2163999615194956,0.07574309863525364,2,0.31666666666666665,1,1,1
49,150273.0,951995.0,622.864654136562,45,1,4,9,11865.0,161,208549.53283332253,33476.4467736826,0,0,0.0,0.0,0.11565036790448192,0.22277086884325592,0.05689295889951849,1,0.5708333333333333,0,0,0
44,165434.0,944037.0,698.9195697064775,60,2,2,1,3244.0,118,689227.332754776,37135.25617423801,0,0,0.0,0.0,0.347181420160898,0.2244717299602138,0.004706719896081371,2,0.6333333333333333,0,0,1
43,160921.0,1141342.0,663.6712254083203,180,6,6,1,12448.0,12,283283.8989470038,46932.93880954887,3,0,0.5,0.0,0.14669925975427064,0.2916520454729269,0.04394178435933186,6,0.7516666666666666,1,0,0
45,47323.0,1352596.0,663.1290729350178,15,3,6,3,6459.0,142,380331.31389466143,24013.26324406366,0,1,0.0,0.3333333333333333,0.6697435952473101,0.5074332405820353,0.016982561687752376,0,0.5458333333333334,0,0,0
45,142619.0,476685.0,644.1319846978714,15,1,2,0,11931.0,136,202630.8204827868,13521.614104964005,2,0,1.0,0.0,0.11839868255210666,0.09480934591438732,0.058880480134133995,0,0.36250000000000004,1,1,1
40,81642.0,1064002.0,744.7488273125463,45,6,1,10,4490.0,54,393225.4456506928,38374.379218509224,1,8,1.0,0.8,0.40137168537710655,0.47003232672532796,0.011418386194642461,1,0.4275,1,1,0
43,83305.0,95901.0,697.4916158428756,120,0,0,11,28433.0,29,80543.79902559255,4240.134104148677,0,6,0.0,0.5454545454545454,0.0805711932312912,0.05089891488084361,0.3530128991179755,4,0.4932323232323232,1,1,0
48,122833.0,822096.0,752.4990617322741,45,5,4,9,5219.0,23,732886.1096906597,36756.72526854523,3,9,0.75,1.0,0.4972103789227784,0.29924145195953233,0.0071211610248731036,1,0.34277777777777774,1,1,1
58,115554.0,1353130.0,773.5428301834688,90,5,6,9,3724.0,49,631641.7957930845,53070.26370795151,6,6,1.0,0.6666666666666666,0.4555170423878912,0.4592680799275794,0.005895746647550729,3,0.48388888888888887,0,1,0
48,85984.0,985519.0,712.1286538206648,120,2,1,1,19656.0,133,296494.50041049294,37904.03958336161,0,0,0.0,0.0,0.28735433376218533,0.4408266605805919,0.06629465292876095,4,0.75,1,0,0
52,179916.0,438161.0,644.5466019580393,180,0,5,6,10313.0,170,229413.98593331443,13017.778239528747,1,6,0.2,1.0,0.10625976656389391,0.07235475577229789,0.04495366731040435,6,0.67,1,1,1
61,46320.0,929271.0,752.8228362553849,45,6,5,1,29884.0,27,484848.4942966703,44965.56762062981,0,0,0.0,0.0,0.8722806820248099,0.9707592318788819,0.061635748798911406,1,0.5974999999999999,1,0,0
69,33700.0,568730.0,712.5965291594848,45,6,3,3,12122.0,74,284097.1165601391,29378.322106893793,1,0,0.3333333333333333,0.0,0.702515125025072,0.8717602999078277,0.042668507680661216,1,0.6519444444444444,0,0,0
26,22709.0,678025.0,850.0,0,2,1,5,19533.0,150,112045.10367614572,33123.34949758266,0,1,0.0,0.2,0.4111626215602688,1.458600092367901,0.17433158040049682,0,0.49666666666666665,1,0,0
55,149906.0,380741.0,701.707202194628,0,1,4,8,25024.0,15,93769.92751569225,18990.157845014844,3,8,0.75,1.0,0.052127070472880926,0.1266804387083562,0.26686594159745164,0,0.10416666666666666,1,1,0
32,83868.0,955907.0,728.8381627309859,45,1,4,3,29541.0,169,244479.37276344324,49088.121624548425,4,3,1.0,1.0,0.24292079295583857,0.5853021608306914,0.12083227990192731,1,0.3208333333333333,1,1,1
30,88849.0,337590.0,700.3296723907222,90,0,5,3,24288.0,3,139701.77270938986,7792.436508440734,0,2,0.0,0.6666666666666666,0.13102921127361203,0.08770426801022785,0.17385606158716635,3,0.365,1,0,0
59,123171.0,693176.0,673.0630985692318,120,4,3,9,17310.0,50,405917.5588583289,24645.91625811963,2,9,0.6666666666666666,1.0,0.27463009343265926,0.2000951218884285,0.04264412716879153,4,0.5277777777777778,0,1,0
24,88534.0,1411911.0,661.8845915288704,30,3,0,2,24432.0,5,1141364.3493256401,51367.59805249967,0,1,0.0,0.5,1.0743182932787028,0.5802019343133674,0.021405960344245308,1,0.3694444444444444,1,0,1
62,110985.0,1148540.0,700.5970691260997,60,2,1,5,8499.0,136,364681.13678564527,39529.29677449791,1,1,1.0,0.2,0.2738216401508051,0.35616792156145344,0.023305290958867443,2,0.4633333333333333,0,1,1
58,27469.0,650815.0,716.4823026269698,120,4,2,3,26105.0,76,474053.6742178128,31850.587234536866,0,0,0.0,0.0,1.438147469929171,1.1595102564540707,0.055067603986137595,4,0.7855555555555556,1,0,0
69,43311.0,1454923.0,760.8071529751097,15,4,3,10,26169.0,78,465074.7130252237,40740.10979448217,0,0,0.0,0.0,0.8948356326437927,0.9406411718612401,0.05626837853594655,0,0.5858333333333333,1,0,1
53,168990.0,70224.0,701.6195390812635,5,0,2,6,11515.0,98,12251.456423905,1506.4837484086222,2,5,1.0,0.8333333333333334,0.00604150956856668,0.008914632513217481,0.9398882550430471,0,0.2263888888888889,1,1,1
63,91012.0,1441804.0,647.597757720234,180,2,6,1,2015.0,53,918996.8567849639,37446.568869852454,1,0,0.16666666666666666,0.0,0.8414612512498021,0.4114465001302296,0.0021926081521642135,6,0.7594444444444444,1,0,0
26,45116.0,560591.0,657.1202202380712,45,6,1,1,20539.0,136,174329.6169732956,11618.307912897,0,0,0.0,0.0,0.3220025729476897,0.2575207889196072,0.11781704311979434,1,0.7374999999999999,0,0,0
64,77854.0,1240066.0,587.3944139967773,5,5,4,11,3072.0,77,1041334.580679656,38679.64488179719,3,4,0.75,0.36363636363636365,1.1146232913312697,0.4968228335319597,0.00295006048679856,0,0.44863636363636367,1,1,1
28,72235.0,1423903.0,796.2849690500617,15,5,2,11,522.0,143,1210409.477675063,28011.652025901647,0,1,0.0,0.09090909090909091,1.3963792686775376,0.3877850353139288,0.00043125901575279303,0,0.6367424242424243,0,0,0
36,62420.0,922550.0,642.1178470535406,15,6,6,9,28428.0,116,211055.3070230153,17069.970817988513,2,0,0.3333333333333333,0.0,0.2817677387362695,0.2734695741427189,0.1346945518735521,0,0.6291666666666667,0,0,1
27,65565.0,935214.0,747.7208322096535,5,0,6,0,17028.0,121,276859.82678625645,30899.66693669253,0,0,0.0,0.0,0.3518897617965079,0.4712829548797763,0.06150404772573268,0,0.45972222222222225,0,0,1
40,136141.0,1136531.0,699.3585600209774,30,1,5,8,19505.0,177,349835.84193550044,44376.56882976148,3,6,0.6,0.75,0.2141381863506098,0.3259603560261896,0.05575472167770664,1,0.3766666666666667,1,0,0
57,35296.0,397634.0,701.2612281587585,120,3,5,7,26414.0,91,331459.30422194116,15629.272839423396,1,5,0.2,0.7142857142857143,0.7825705089857707,0.44280578080868643,0.07969002427614312,4,0.6819047619047619,1,0,0
34,68163.0,308170.0,671.7786487309364,90,3,4,11,27868.0,54,64258.94711170083,5760.149117297314,1,2,0.25,0.18181818181818182,0.07856039580576563,0.08450551057461253,0.43368279831222994,3,0.5893181818181819,0,0,1
61,93808.0,548321.0,624.8540777961329,180,5,4,5,28695.0,131,391159.05707220745,29534.212935891304,1,0,0.25,0.0,0.34748196411127646,0.3148368256000693,0.07335890472479317,6,0.9291666666666666,0,0,0
50,105502.0,744576.0,612.2025219655618,120,5,3,5,3986.0,127,272349.87025847554,14794.614586123062,1,3,0.3333333333333333,0.6,0.21512220167901677,0.1402306552114942,0.014635586189988116,4,0.7400000000000001,1,0,0
51,160641.0,1127170.0,800.9925772163456,15,4,0,7,9717.0,87,661452.5734333945,46685.73412054895,0,0,0.0,0.0,0.34313187658266703,0.2906215357259289,0.014690395638741076,0,0.6058333333333333,1,0,0
67,167562.0,423091.0,687.9772755186073,0,1,6,1,23047.0,60,119718.48237055005,21385.39685720664,5,0,0.8333333333333334,0.0,0.0595393955523677,0.12762677013407958,0.19250995789159292,0,0.29166666666666663,0,1,1
42,66180.0,868936.0,758.7687422331355,5,4,6,8,863.0,167,655957.3909545993,43786.24262212803,6,6,1.0,0.75,0.8259763661662628,0.661623490814869,0.0013156342346323693,0,0.3680555555555556,1,1,1
37,105362.0,55067.0,776.9434856351676,120,5,3,5,7044.0,45,35963.09885242254,1954.0612313269985,2,1,0.6666666666666666,0.2,0.028444077602632307,0.01854616684693721,0.19586743703332182,4,0.6300000000000001,0,0,0
69,21621.0,94840.0,651.240714893055,30,5,6,2,15443.0,14,15730.167465688723,2475.1449469155805,3,2,0.5,1.0,0.06062843017470947,0.11447874505876604,0.9817441571226051,1,0.33111111111111113,1,1,0
48,117957.0,1451769.0,709.6454036149491,90,4,2,9,10300.0,113,475961.61838376586,69851.54483589681,1,8,0.5,0.8888888888888888,0.3362536195278547,0.5921780380638437,0.021640400406604116,3,0.5944444444444443,1,1,1
51,42770.0,1282923.0,683.1507542843943,45,0,0,3,5183.0,14,641157.0588445169,50680.06656483743,0,0,0.0,0.0,1.2492343910149577,1.1849442732017168,0.008083822720973736,1,0.3686111111111111,1,0,1
35,29865.0,1302580.0,598.9950337888178,180,1,5,10,26969.0,137,714310.8899550254,60754.75893024316,3,7,0.6,0.7,1.9931661642810017,2.0343130396866953,0.03775526928015619,6,0.6733333333333333,0,0,1
31,126818.0,526640.0,667.0164016867021,45,5,3,3,13437.0,151,405751.6890393685,16325.672187904058,0,3,0.0,1.0,0.26662335593749076,0.1287330835362808,0.033116313161413016,1,0.6041666666666666,1,1,0
29,46857.0,794862.0,721.1254613167459,180,6,6,5,12337.0,129,349916.87586302793,40964.919264945915,3,3,0.5,0.6,0.622313414329819,0.8742539911847945,0.035256944866040744,6,0.865,1,0,0
31,95334.0,1028320.0,645.06795214924,15,5,1,5,19723.0,42,869067.4799200824,53661.54934045113,1,1,1.0,0.2,0.7596690581884763,0.5628794484701274,0.02269444025429842,0,0.3691666666666667,0,0,0
30,34354.0,418520.0,657.2609763239698,90,2,3,8,20116.0,169,123636.68861395425,18621.580259887847,3,8,1.0,1.0,0.29990852257367956,0.5420498416454517,0.16270251351369183,3,0.44166666666666665,1,1,1
57,138798.0,1129448.0,667.8643201230049,45,4,4,2,14779.0,15,895973.8597376924,59524.92888852565,0,0,0.0,0.0,0.5379363413844174,0.4288601340691195,0.016494900871691434,1,0.5041666666666667,1,0,1
23,141899.0,1054814.0,827.8070531917073,5,1,0,2,26618.0,19,873622.9533482498,34956.46033245521,0,0,0.0,0.0,0.5130544456199185,0.24634747484094469,0.03046852180106278,0,0.3352777777777778,0,0,1
51,111118.0,640541.0,551.6165744026893,15,4,6,2,8879.0,54,397145.1723341108,14590.59186702802,4,0,0.6666666666666666,0.0,0.29784041314496806,0.1313071857577352,0.0223570639114562,0,0.4325,1,1,1
67,153419.0,680461.0,715.1150309319081,15,1,4,2,26126.0,97,595840.8136982099,28059.599938496678,0,2,0.0,1.0,0.3236457097329372,0.18289520814564478,0.04384728168895237,0,0.4125,0,1,0
58,88762.0,495662.0,662.2662645923484,5,5,1,5,26049.0,127,226983.69033760353,20388.85987852807,0,1,0.0,0.2,0.21310141195707202,0.22970257405790845,0.11476154943668461,0,0.6063888888888889,0,0,1
40,48205.0,1214856.0,635.1541564048297,180,5,5,7,267.0,52,819374.6600970714,42098.26043319632,0,1,0.0,0.14285714285714285,1.416475918986743,0.8733172997240187,0.00032585825874621076,6,0.8679365079365079,1,0,0
23,42516.0,1481008.0,660.5487004990614,5,0,6,10,22641.0,164,233367.25818898337,37654.24700266459,0,0,0.0,0.0,0.45741065753477783,0.8856488616677154,0.09701875136941905,0,0.45972222222222225,1,0,0
61,53522.0,1499301.0,726.7163370683396,60,6,2,5,4746.0,147,533766.659815586,59932.635534734225,0,1,0.0,0.2,0.8310704940890133,1.1197757097031917,0.008891525749547042,2,0.7466666666666666,0,0,0
21,50449.0,1168525.0,730.7166515814392,60,5,4,4,14567.0,41,671641.0073404056,25977.700767987484,2,3,0.5,0.75,1.1094389174222243,0.5149299444585123,0.021688669751841187,2,0.4744444444444445,1,1,1
54,70359.0,556169.0,693.0211985704327,45,2,5,1,27558.0,11,448800.7529570228,25100.996025312572,5,1,1.0,1.0,0.5315604648505318,0.3567560088306055,0.06140364029790065,1,0.1786111111111111,0,1,0
53,52722.0,1182567.0,756.4918921519638,60,3,1,1,5866.0,126,1022558.8903500153,60633.1443970915,1,1,1.0,1.0,1.6162748162532012,1.1500539508571659,0.00573658891958008,2,0.4166666666666667,0,1,0
30,113754.0,404384.0,768.8183096570403,180,0,3,9,16872.0,31,236392.78866630295,8760.917988424764,2,6,0.6666666666666666,0.6666666666666666,0.17317544047264488,0.07701635097161211,0.07137273558635018,6,0.5022222222222222,0,1,0
57,42034.0,1350031.0,737.146315936543,180,6,3,7,23329.0,50,1069093.4639138873,64546.13262576472,0,0,0.0,0.0,2.119501403454916,1.5355696014123026,0.02182129139073952,6,0.9111111111111112,1,0,0
29,118730.0,437704.0,641.7665284196946,120,0,2,6,14405.0,138,328026.0167878056,10040.43982959978,2,5,1.0,0.8333333333333334,0.2302324719867245,0.08456531482860086,0.04391419967556521,4,0.45,1,1,0
32,72124.0,634157.0,714.6109084449014,45,6,2,5,2344.0,34,463096.6319269182,22206.257549573584,1,1,0.5,0.2,0.5350699627573325,0.30788998876342943,0.00506157859591151,1,0.5180555555555555,0,1,1
60,129254.0,185352.0,714.9440461396998,90,4,4,6,1957.0,63,43297.11892964379,9669.785051009896,0,6,0.0,1.0,0.027914751142223703,0.07481226926060235,0.04519931229558374,3,0.5983333333333334,1,0,0
68,101093.0,167968.0,622.9057996447414,5,6,5,10,15535.0,166,85492.22601392698,3075.2301523098204,3,3,0.6,0.3,0.0704732490659813,0.030419812967364904,0.1817124284197407,0,0.5397222222222222,1,0,0
33,164641.0,621366.0,570.1392774162019,120,2,2,2,751.0,122,319813.72777555895,11551.609510935024,2,0,1.0,0.0,0.16187428393472209,0.0701624110090137,0.0023482419132647174,4,0.6,0,1,0
66,89260.0,847792.0,538.4057065037812,5,6,1,5,464.0,111,627869.3931091283,45228.80398235221,0,2,0.0,0.4,0.5861802534815225,0.5067085366609031,0.0007390071965482053,0,0.6197222222222223,1,0,1
65,65796.0,75266.0,684.8898843078506,5,2,5,2,28602.0,179,44375.376020596195,1607.2282232797743,4,1,0.8,0.5,0.056203234265249404,0.02442744579123008,0.6445466509787949,0,0.35638888888888887,1,0,1
58,113437.0,1276945.0,700.8627800406842,120,2,1,1,15987.0,138,976721.8544735681,36625.215370700695,1,1,1.0,1.0,0.7175215130230643,0.32286833546991456,0.016368017083652382,4,0.5,1,1,0
27,124718.0,215873.0,597.275289564331,90,2,0,8,14215.0,82,187234.84198084899,7201.4714722738,0,4,0.0,0.5,0.12510546591834446,0.05774203781550217,0.07592069857091,3,0.6238888888888889,1,0,0
